Myanmar,Venezuela,Egypt,Azerbaijan,Kazakhstan,Ukraine,Saudi Arabia,Ghana,Trinidad and Tobago,Ethiopia,Paraguay,Georgia,Malaysia,Bangladesh,Pakistan,Vietnam,Macedonia,Serbia,Armenia,United Arab Emirates,Sri Lanka,Mexico,Cameroon,Argentina,Belarus,Jordan,Botswana,Turkey,Angola,Bosnia and Herzegovina,Albania,Indonesia,Dominican Republic,Tanzania,Korea,Canada,Ivory Coast,South Africa,Hungary,Bulgaria,Thailand,Namibia,Hong Kong,Norway,Macau,Costa Rica,Kenya,Colombia,Malta,Lithuania,Croatia,Iceland,Honduras,Congo,Romania,Poland,Estonia,Israel,Panama,Chile,Latvia,Slovakia,Brazil,Slovenia,Finland,Greece,Philippines,France,Switzerland,Sweden,Luxembourg,New Zealand,Peru,Uganda,Austria,Czech Republic,United Kingdom,Guatemala,Netherlands,Spain,El Salvador,Ireland,Italy,Japan,Portugal,Belgium,Denmark,Germany,Bermuda
0.666258193,0.607262188,1.052553808,1.001969402,1.246299785,0.60869244,1.201649301,0.860053649,0.977698785,0.28130858,0.278260093,0.438408376,1.077742172,0.984377625,0.856795871,0.930654125,1.103481448,1.071851827,0.526796158,1.110492323,1.036543957,1.010826632,0.704706085,0.850633348,1.040261616,1.136358201,1.403830675,0.960924677,0.555427415,1.136692271,0.303353713,1.143992558,1.136567954,0.878810649,1.0025569,0.452779538,0.988009824,1.313372785,0.633907878,0.793667049,1.087195905,0.313204396,1.375281368,0.317689715,1.291163184,0.30238548,0.499566155,0.482450272,1.224905219,0.564613827,0.645832451,0.330110889,0.747031332,0.779636607,0.685688811,1.207409209,1.159218748,1.242466019,0.571993606,0.886705656,0.583083561,0.467716346,0.512606451,0.607805127,0.56767925,1.043541754,1.086933252,0.377387825,0.317270326,0.322785932,0.640741442,0.460767787,0.650980096,0.366453215,0.547558333,0.866195369,0.742691866,0.678757784,1.053905694,0.7348105,0.612530843,0.931562364,0.884426576,1.089218086,0.884814567,0.584654485,0.627266202,0.829459784,1.357517595
0.637997561,0.583930812,1.027353568,0.972329338,1.203614012,0.580575213,1.158665166,0.823301958,0.96570265,0.256649379,0.263066134,0.415584935,1.043505574,0.965650855,0.827374626,0.896374201,1.057607783,1.025125842,0.509374469,1.078745265,0.989538767,0.982289094,0.672569167,0.82289733,1.023331757,1.103264917,1.348258782,0.928068252,0.529115316,1.0849756,0.283634813,1.10207383,1.094731282,0.851191545,0.961912166,0.434401628,0.961188637,1.260378601,0.608497961,0.75780308,1.047349945,0.289424792,1.333701016,0.303423957,1.249670586,0.272520493,0.470528096,0.454124031,1.182307807,0.536883159,0.619739618,0.305671916,0.711974556,0.755087606,0.661664126,1.160668332,1.117175531,1.210937532,0.542663729,0.846810895,0.550218243,0.443799378,0.481225475,0.579203734,0.525560087,1.008024669,1.045130989,0.355133839,0.293188635,0.305796441,0.613718226,0.437674575,0.625678006,0.337997116,0.523048983,0.826870764,0.71201001,0.643692177,1.014824074,0.705964066,0.576319866,0.908969133,0.853010409,1.051830268,0.854245357,0.557728546,0.60664785,0.805904603,1.307319484
0.593762167,0.544420072,0.976306435,0.918659066,1.125774413,0.553309542,1.09825019,0.760698531,0.921117542,0.225227183,0.236732296,0.386762052,0.977360691,0.906645244,0.772933375,0.826026855,0.973289646,0.953794968,0.475204088,1.031823705,0.907619365,0.916052775,0.627965079,0.788361169,0.964650503,1.026532176,1.24452145,0.883477751,0.476232141,1.006203194,0.277218696,1.016107598,1.005220347,0.781202138,0.892704763,0.40309213,0.892338967,1.171969027,0.572062332,0.707167786,0.972755297,0.257555974,1.255212984,0.279816388,1.162403708,0.253282641,0.430468644,0.413390046,1.101747487,0.516790343,0.573555112,0.297501802,0.651176902,0.699691123,0.631038895,1.074903517,1.035216587,1.143201176,0.504916168,0.791771506,0.511276979,0.405791596,0.451540102,0.537096589,0.52004749,0.929731227,0.966390006,0.349655984,0.271911575,0.29490436,0.579681402,0.413795526,0.580499389,0.299105491,0.48459003,0.763854554,0.675440798,0.587579194,0.958914015,0.657827701,0.531269791,0.852811156,0.800058923,0.98183289,0.801061089,0.524834185,0.561769844,0.75469389,1.207055139
0.752449037,0.685590122,1.176749464,1.113838377,1.387603557,0.692612426,1.337857569,0.96450526,1.092602528,0.324441712,0.328606895,0.498213627,1.200055506,1.106795447,0.964792585,1.042691114,1.232297587,1.189508157,0.596583563,1.239397414,1.157505494,1.129795245,0.793020377,0.949684821,1.169172807,1.263565104,1.564362065,1.074348856,0.635702597,1.257730555,0.35385352,1.27703395,1.270674288,0.991439636,1.121828367,0.512156251,1.110298387,1.459641277,0.719592234,0.895217243,1.212247682,0.364748227,1.519904679,0.375265835,1.436037893,0.34501746,0.569354576,0.548508625,1.378019546,0.627155398,0.734804349,0.36931712,0.849248135,0.87999877,0.774248405,1.343037194,1.289068038,1.373971523,0.645272169,0.99242303,0.649818865,0.537125528,0.576983099,0.687818252,0.628562536,1.161531241,1.218915288,0.426728967,0.356628341,0.369974279,0.731327025,0.531938116,0.735080378,0.418394324,0.61620784,0.966529115,0.839209505,0.765520602,1.177913172,0.818846793,0.688649739,1.051266259,0.980457813,1.219955489,1.000018398,0.662979321,0.720367303,0.936081293,1.512901466
0.416317837,0.385704207,0.621337365,0.589194723,0.716204976,0.386068622,0.69051894,0.510063959,0.579909641,0.212593127,0.215396081,0.291892817,0.626507854,0.575138505,0.513569447,0.551371799,0.642685722,0.618209967,0.348005762,0.649711374,0.600658415,0.594848247,0.431084208,0.515566607,0.61146935,0.656421038,0.792266089,0.57028109,0.353521081,0.657292226,0.229692399,0.655751545,0.653338431,0.520273097,0.590585506,0.3017461,0.577228184,0.749926651,0.392376903,0.480586442,0.624498465,0.227401406,0.787932003,0.244307229,0.738040962,0.227685483,0.324375486,0.314358846,0.710552902,0.372678904,0.405196954,0.245675178,0.449538131,0.47072228,0.432320604,0.69135916,0.671736723,0.719188736,0.366487867,0.528434256,0.369603098,0.309977542,0.337282313,0.384075932,0.360750547,0.607724278,0.629963782,0.260877303,0.229290994,0.241317706,0.402184317,0.31350629,0.403881906,0.254224313,0.367108138,0.515867835,0.459223857,0.419637312,0.620006805,0.448683407,0.379415545,0.557540309,0.530977875,0.632041573,0.538154343,0.372371002,0.397893657,0.512107339,0.771800715
0.414339453,0.385069973,0.628343867,0.598826167,0.706615759,0.385544827,0.69382318,0.496820295,0.594846238,0.201038181,0.203825461,0.293266289,0.625439634,0.584472351,0.509513097,0.542349055,0.622964586,0.613481133,0.352927709,0.650920113,0.578810335,0.585769846,0.425759782,0.521260482,0.618414814,0.657831765,0.765758206,0.563241449,0.340652232,0.630794059,0.236753645,0.642477415,0.6305407,0.513101795,0.581773662,0.30416937,0.571698087,0.735240698,0.391856921,0.469945893,0.614941519,0.217157967,0.776352381,0.239387348,0.728362582,0.219935168,0.308072718,0.302927958,0.701430174,0.370349241,0.39771828,0.255231283,0.436193388,0.467173588,0.435355246,0.687207598,0.668199857,0.735193476,0.356816647,0.517681925,0.359078878,0.300499756,0.334028007,0.376071618,0.370768285,0.599382213,0.612720249,0.271797966,0.235441213,0.235635794,0.408983956,0.301387795,0.400736675,0.240563368,0.369361776,0.501001177,0.463981688,0.401228307,0.613110816,0.454175884,0.371748539,0.558685667,0.541104148,0.628558837,0.522210234,0.375882587,0.407102536,0.506492157,0.749869907
0.471062846,0.439661992,0.724398232,0.686851921,0.835365728,0.446363036,0.805370392,0.587174087,0.675807055,0.223320556,0.229525779,0.327655079,0.727153991,0.672898931,0.588693225,0.630052593,0.735069674,0.722674021,0.389957461,0.755863688,0.688939293,0.684657097,0.490125581,0.594175136,0.720764875,0.766894242,0.918126481,0.662914214,0.392547733,0.760908236,0.257439631,0.757464958,0.749724167,0.59953053,0.681064538,0.341928395,0.664564489,0.871009734,0.454422804,0.541963363,0.724604911,0.241573788,0.918604621,0.262541015,0.862271806,0.244082328,0.357436208,0.347068947,0.825357216,0.420982979,0.457214455,0.256226038,0.518504465,0.539561983,0.492273576,0.800411644,0.781463895,0.852335198,0.402911767,0.605417128,0.418741063,0.346088109,0.381819752,0.43388716,0.412485935,0.712621439,0.726023199,0.290313145,0.255132727,0.262913074,0.460606773,0.353120715,0.460470797,0.27221506,0.398883971,0.581448637,0.524567593,0.469932923,0.717601768,0.520435261,0.429035777,0.644536768,0.61260061,0.734096714,0.609138295,0.422641215,0.458296231,0.584009527,0.891179232
0.757830216,0.698960353,1.132582989,1.079494045,1.280598266,0.713890255,1.245516245,0.918541322,1.079886626,0.398218214,0.399362468,0.543691205,1.127561926,1.06762257,0.937876671,0.984110862,1.145383322,1.103240048,0.649967856,1.173144614,1.074330464,1.074860422,0.789074532,0.928533791,1.131323298,1.183668563,1.407692797,1.033023109,0.646608436,1.158018861,0.432017816,1.183418941,1.171827523,0.952443118,1.05231328,0.560699577,1.058920633,1.327192951,0.732890956,0.870903399,1.136312493,0.427670417,1.397179469,0.430696951,1.308415148,0.419251746,0.598332025,0.578358457,1.259531366,0.665044977,0.737909356,0.451893189,0.815251593,0.867581216,0.790903911,1.245285486,1.20906231,1.293732455,0.669482394,0.952924324,0.675701586,0.577929401,0.619840635,0.711640334,0.661834181,1.100260039,1.12767197,0.491169668,0.429542554,0.453690362,0.731641399,0.577964486,0.748695314,0.470613214,0.64681892,0.921531682,0.831162628,0.75493386,1.124153926,0.822148,0.69442799,1.010799787,0.968674144,1.144017552,0.96266469,0.692764727,0.725863497,0.907247378,1.370105076
0.384167001,0.351904625,0.592204001,0.552044001,0.673652358,0.366444499,0.657971735,0.473000034,0.557417093,0.180195766,0.184572954,0.263896886,0.591075034,0.545757962,0.479238078,0.50968552,0.590590292,0.583190867,0.319248691,0.615318313,0.554357693,0.557851043,0.400325037,0.481652817,0.591791481,0.62464365,0.735328325,0.537126992,0.316244473,0.610793178,0.202995218,0.6150772,0.601351685,0.484319594,0.547680929,0.281036269,0.541343006,0.70591037,0.362118133,0.447182926,0.590399345,0.195220344,0.74975563,0.208416301,0.694911384,0.202324234,0.291518113,0.279756227,0.667073845,0.342460621,0.374570505,0.222477354,0.412272467,0.435338968,0.403512804,0.654500283,0.623433516,0.686606964,0.329946035,0.484731144,0.337748513,0.278216757,0.31013794,0.353421175,0.331071189,0.567954141,0.585412809,0.237721522,0.201511784,0.220118047,0.372342046,0.271676496,0.375009177,0.217795884,0.33005176,0.479557826,0.422176543,0.381703357,0.583822096,0.421141775,0.348649481,0.522701324,0.507676314,0.59594609,0.493990209,0.344175215,0.376694467,0.469184277,0.717649217
0.4334657,0.401075527,0.67587311,0.642266542,0.743449982,0.400513025,0.736146455,0.526854017,0.648380219,0.21370872,0.214623287,0.30257227,0.662359209,0.635321285,0.545120649,0.572240033,0.654142101,0.641399473,0.379464486,0.7046957,0.610577217,0.62867391,0.452083284,0.553819523,0.676534141,0.692001458,0.809877032,0.604823664,0.359427935,0.675075795,0.236597001,0.686199176,0.672140847,0.551367731,0.616133033,0.326498066,0.617300314,0.771821307,0.416182154,0.504473,0.657236774,0.227607378,0.82693876,0.240938318,0.766684318,0.219434172,0.328806219,0.32204451,0.738424804,0.401688184,0.422487533,0.251059038,0.461303796,0.500363812,0.452419932,0.717855184,0.704803241,0.778253891,0.373335631,0.544846974,0.385677632,0.321797869,0.353128814,0.398385013,0.373468847,0.64346461,0.64423876,0.279095224,0.24045053,0.255801562,0.419763286,0.331827943,0.424843718,0.254776432,0.377250332,0.53446995,0.486404368,0.42531124,0.659369338,0.475617518,0.385422984,0.590505112,0.564154734,0.665178234,0.560758966,0.392976232,0.42382025,0.530940101,0.79157491
